"Ranking","Image","Channel","Watch time (mins)","Stream time (mins)","Peak viewers","Average viewers","Followers","Followers gained","Partnered","Mature","Language",""
"245","https://static-cdn.jtvnw.net/jtv_user_pictures/6342dd1b-3c2c-41dd-9d01-35c5c6660ef9-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","ShivFPS","449066820","95955","18477","4679","1472513","155905","true","false","English","ShivFPS"
"246","https://static-cdn.jtvnw.net/jtv_user_pictures/739c4153-8b64-478c-9730-85ae115dc895-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","karlnetwork","162749130","14220","38848","11445","1472313","235895","true","false","English","karlnetwork"
"247","https://static-cdn.jtvnw.net/jtv_user_pictures/c937ec2b-6136-463f-a35c-bea803ef98c1-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","PewDiePie","4539375","1455","5289","3119","1469961","36941","true","true","English","PewDiePie"
"248","https://static-cdn.jtvnw.net/jtv_user_pictures/f6bfaa1c-28ca-4509-9e73-6a0435921458-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","PipePunk","59635095","47400","24313","1258","1469552","285331","true","false","Spanish","PipePunk"
"249","https://static-cdn.jtvnw.net/jtv_user_pictures/scump-profile_image-bbaf98441dd6e786-150x150.jpeg?imenable=1&impolicy=user-profile-picture&imwidth=100","scump","695136990","28995","176972","23974","1464994","177221","true","false","English","scump"
"250","https://static-cdn.jtvnw.net/jtv_user_pictures/fbfff8b8-d11a-4e08-a1af-00e8105ae7da-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","ungespielt","590913630","167445","15499","3529","1461981","208461","true","false","German","ungespielt"
"251","https://static-cdn.jtvnw.net/jtv_user_pictures/e8b0563d-a036-4bd6-bf3e-5d6b2e9300cf-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","gafallen","104579265","13350","60477","7833","1459185","65142","true","false","Portuguese","gafallen"
"252","https://static-cdn.jtvnw.net/jtv_user_pictures/1fc90a02-f40a-40b1-9a77-a4031d9d3ec0-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","KingRichard","18757260","31305","2804","599","1452260","-8964","true","false","English","KingRichard"
"253","https://static-cdn.jtvnw.net/jtv_user_pictures/633e7418-05b3-4b17-9d8f-ea93286779c4-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","EmadGG","12667185","28410","9711","445","1449572","-18485","true","false","English","EmadGG"
"254","https://static-cdn.jtvnw.net/jtv_user_pictures/0290c0c2-f206-402c-ab67-5eb9b2db17bb-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","FarfadoxVEVO","325385835","47355","80328","6871","1446805","518458","true","false","Spanish","FarfadoxVEVO"
"255","https://static-cdn.jtvnw.net/jtv_user_pictures/2b917f28-feea-4eea-9066-ff30b5869c1b-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","Replays","220757460","159630","4829","1382","1444899","146832","true","false","English","Replays"
"256","https://static-cdn.jtvnw.net/jtv_user_pictures/e7224153-007a-4606-9c1b-46ad395e3000-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","calango","74587875","51660","17360","1443","1444720","114877","true","false","Portuguese","calango"
"257","https://static-cdn.jtvnw.net/jtv_user_pictures/321ccdc6-54d1-4f0f-9ac3-c1fca45c91ca-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","Punz","363973230","88410","24776","4116","1441679","56243","true","false","English","Punz"
"258","https://static-cdn.jtvnw.net/jtv_user_pictures/10ff9ce8-2dd0-4e2c-8465-3e00fc426ab4-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","deepins02","212129535","25275","57430","8392","1439788","224474","true","false","Russian","deepins02"
"259","https://static-cdn.jtvnw.net/jtv_user_pictures/4fb94c7a-b4c0-4ed1-9782-b630a59915d5-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","eliasn97","4155012780","130905","189931","31740","1439670","541300","true","false","German","eliasn97"
"260","https://static-cdn.jtvnw.net/jtv_user_pictures/dyrus-profile_image-65fe199f18b9e0ff-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","Dyrus","89958360","116385","16422","772","1439437","-7571","true","true","English","Dyrus"
"261","https://static-cdn.jtvnw.net/jtv_user_pictures/ed1de3b5-92ba-4de4-ba35-ba0eee72a44d-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","scoped","114745965","80295","19795","1429","1432698","43053","true","false","English","scoped"
"262","https://static-cdn.jtvnw.net/jtv_user_pictures/80d81ee0-9071-4cd3-85d5-d495ce5e60cb-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","MrKeroro10","145782555","96615","22195","1508","1425243","408763","true","false","Spanish","MrKeroro10"
"263","https://static-cdn.jtvnw.net/jtv_user_pictures/eb29cc34-2822-430b-b174-63a0b6accb68-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","shongxbong","236647965","17880","54620","13235","1422393","241838","true","false","Arabic","shongxbong"
"264","https://static-cdn.jtvnw.net/jtv_user_pictures/ee0d3766-10e0-4c72-9671-40ef762513ee-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","LaChilenaBelu","16807875","14385","3389","1168","1414788","34470","true","true","Spanish","LaChilenaBelu"
"265","https://static-cdn.jtvnw.net/jtv_user_pictures/6bd73c7a-8444-4b1e-af5e-609de9768c46-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","GoldGlove","68664165","98925","25063","694","1406282","-8445","true","true","English","GoldGlove"
"266","https://static-cdn.jtvnw.net/jtv_user_pictures/865826b7-35e7-47be-9bb8-aff3be1fa08f-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","BastiGHG","662386545","141555","31903","4679","1403315","356235","true","false","German","BastiGHG"
"267","https://static-cdn.jtvnw.net/jtv_user_pictures/a7e2160e-35d7-4e06-85c7-9b988b7d7ce9-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","karchez","216103860","57510","38813","3757","1399464","449407","true","false","Spanish","karchez"
"268","https://static-cdn.jtvnw.net/jtv_user_pictures/6a8880bb-00be-4080-9649-2c2348548811-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","Zerkaa","714510765","60795","25557","11752","1397614","165122","true","false","English","Zerkaa"
"269","https://static-cdn.jtvnw.net/jtv_user_pictures/stray228-profile_image-ceb0393a88eb8286-150x150.jpeg?imenable=1&impolicy=user-profile-picture&imwidth=100","Stray228","930476730","107805","21697","8631","1391933","232677","true","false","Russian","Stray228"
"270","https://static-cdn.jtvnw.net/jtv_user_pictures/49f60476-5c39-493e-a961-304390d80629-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","paradeev1ch","492369855","32775","81966","15022","1391078","762449","true","true","Russian","paradeev1ch"
"271","https://static-cdn.jtvnw.net/jtv_user_pictures/f8bb9c67-375d-478f-8853-ae669e8563b6-profile_image-150x150.jpeg?imenable=1&impolicy=user-profile-picture&imwidth=100","ElRichMC","81305655","22950","67623","3542","1388869","232781","true","false","Spanish","ElRichMC"
"272","https://static-cdn.jtvnw.net/jtv_user_pictures/446206f8-0acf-4090-8948-89c09794ccbc-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","Riot_esports_Korea","2610629460","64680","692626","40362","1379681","141521","true","false","Korean","Riot_esports_Korea"
"273","https://static-cdn.jtvnw.net/jtv_user_pictures/abe01c02-472a-43c7-89d5-deb170e61132-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","DavyJones","12770415","36510","5316","349","1372405","-2394","true","false","Portuguese","DavyJones"
"274","https://static-cdn.jtvnw.net/jtv_user_pictures/5757d1cb-ee4c-44bb-8738-c1f2627d1935-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","JaggerPrincesa","28388760","6780","28248","4187","1368829","115044","true","false","Spanish","JaggerPrincesa"
"275","https://static-cdn.jtvnw.net/jtv_user_pictures/8833dc54-f5b1-49a5-930f-580231486f9c-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","landonorris","20925300","2850","17530","7342","1368650","149933","true","false","English","landonorris"
"276","https://static-cdn.jtvnw.net/jtv_user_pictures/8ac139bc-faf9-473d-b20d-98afc6064a56-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","loud_babi","4814715","9390","2736","512","1362135","18584","true","false","Portuguese","loud_babi"
"277","https://static-cdn.jtvnw.net/jtv_user_pictures/dylanterolive-profile_image-c737584fa9634184-150x150.jpeg?imenable=1&impolicy=user-profile-picture&imwidth=100","DylanteroLIVE","52134720","31185","13676","1671","1361180","132654","true","false","Spanish","DylanteroLIVE"
"278","https://static-cdn.jtvnw.net/jtv_user_pictures/cc55d2d7-47eb-491f-adda-5196f473ad07-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","ops1x","28689840","85590","4177","335","1360991","3029","true","false","English","ops1x"
"279","https://static-cdn.jtvnw.net/jtv_user_pictures/c5b1beca-d565-45a4-8da6-14a30f17da7e-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","Pimpeano","13068510","10380","4239","1259","1360988","26329","true","true","Spanish","Pimpeano"
"280","https://static-cdn.jtvnw.net/jtv_user_pictures/843fc46f-a5f4-4c9b-9429-ed9b1d640385-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","8cho","161645130","80985","22362","1995","1359524","225351","true","false","Spanish","8cho"
"281","https://static-cdn.jtvnw.net/jtv_user_pictures/664c6b94-153b-487e-aca2-5a3098c7185a-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","xCry","86877840","48135","10198","1804","1358752","285804","true","false","Spanish","xCry"
"282","https://static-cdn.jtvnw.net/jtv_user_pictures/c9d670e8-7e7c-4b46-bba4-acfde8a8f876-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","ThisIsNotGeorgeNotFound","20215560","720","35727","28077","1356606","12703","true","false","English","ThisIsNotGeorgeNotFound"
"283","https://static-cdn.jtvnw.net/jtv_user_pictures/0f0794ce-84a0-4540-8dff-5055f38d3c9b-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","Wismichu","16897125","18510","2502","912","1347902","16738","true","false","Spanish","Wismichu"
"284","https://static-cdn.jtvnw.net/jtv_user_pictures/57b56dba-5ff2-4da6-9977-05c8d862d294-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","Chap","257428560","114555","40326","2247","1340801","11834","true","false","English","Chap"
"285","https://static-cdn.jtvnw.net/jtv_user_pictures/70c63d12-ecae-485c-9bca-3d3f3ad5782a-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","yourragegaming","1134515505","64290","92973","17646","1333707","462792","true","false","English","yourragegaming"
"286","https://static-cdn.jtvnw.net/jtv_user_pictures/35ebe69d-9591-4a4e-a28a-d2da32bdb1a4-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","LuluLuvely","234258780","81150","27037","2886","1328648","79006","true","false","English","LuluLuvely"
"287","https://static-cdn.jtvnw.net/jtv_user_pictures/eb2c4577-3a2b-40f2-a1fc-7797bdd4d7b5-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","hannahxxrose","35243715","27450","16440","1283","1323764","101405","true","false","English","hannahxxrose"
"288","https://static-cdn.jtvnw.net/jtv_user_pictures/pashabiceps-profile_image-15b2ee974dbb4920-150x150.jpeg?imenable=1&impolicy=user-profile-picture&imwidth=100","pashaBiceps","13116585","11280","5120","1162","1321470","6076","true","false","Polish","pashaBiceps"
"289","https://static-cdn.jtvnw.net/jtv_user_pictures/b54f49eb-21d8-4291-b06f-1b00375fe87f-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","koreshzy","433842690","29505","79535","14704","1319783","689131","true","true","Russian","koreshzy"
"290","https://static-cdn.jtvnw.net/jtv_user_pictures/4a8b188b-e3bf-4413-b47e-0b021b3526ab-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","MckyTV","754598460","121515","60038","6209","1313754","142975","true","true","German","MckyTV"
"291","https://static-cdn.jtvnw.net/jtv_user_pictures/f62a77f4-3aa9-4c7e-8f07-0259f9373f53-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","Swiftor","68667765","120660","18628","569","1307827","82925","true","false","English","Swiftor"
"292","https://static-cdn.jtvnw.net/jtv_user_pictures/51984fc0-a31a-413c-b1b8-3331bdf6d036-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","aldo_geo","512513145","76950","53044","6660","1306103","735144","true","false","Spanish","aldo_geo"
"293","https://static-cdn.jtvnw.net/jtv_user_pictures/0863a8b0-7fdb-44a9-8212-680cfbaa38f9-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","LuquEt4","1908143325","114600","92525","16650","1305567","1161001","true","false","Portuguese","LuquEt4"
"294","https://static-cdn.jtvnw.net/jtv_user_pictures/b99a08d2-29ab-4ff1-99eb-01246d41efb7-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","tioorochitwitch","100741110","16155","17177","6235","1302982","252349","true","true","Portuguese","tioorochitwitch"
"295","https://static-cdn.jtvnw.net/jtv_user_pictures/07156e3d-eac2-4d5f-acc1-8a942a59e6e2-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","chocoTaco","205530510","156420","30662","1313","1292971","23886","true","false","English","chocoTaco"
"296","https://static-cdn.jtvnw.net/jtv_user_pictures/ad9cbde8-af65-4f19-b5c6-fcd64b1cc5c8-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","sapnaplive","130325895","11775","41944","11068","1289494","165822","true","false","English","sapnaplive"
"297","https://static-cdn.jtvnw.net/jtv_user_pictures/225cee6d-2afc-4e0d-bdeb-ebc863ae9f40-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","Jerma985","690729705","41775","74932","16534","1289303","423454","true","true","English","Jerma985"
"298","https://static-cdn.jtvnw.net/jtv_user_pictures/2b1b9e13-5b9f-41ee-b375-54d3c6491bb2-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","Sardoche","957305160","137085","146368","6983","1285253","51737","true","false","French","Sardoche"
"299","https://static-cdn.jtvnw.net/jtv_user_pictures/6d33e15c-f918-468f-9a29-f56399786532-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","Pestily","1064550705","127095","217600","8376","1282875","121029","true","false","English","Pestily"
"300","https://static-cdn.jtvnw.net/jtv_user_pictures/80876e8f-6c6f-45d7-ad3c-a617aacdfc73-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","tenderlybae","66580080","11475","63914","5802","1282747","304040","true","false","Russian","tenderlybae"
"301","https://static-cdn.jtvnw.net/jtv_user_pictures/0042901e-69a1-4b10-875d-79fbfcbaf418-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","Stewie2K","309609705","81225","12662","3811","1280913","238424","true","true","English","Stewie2K"
"302","https://static-cdn.jtvnw.net/jtv_user_pictures/5989660c-2a9d-4bdf-9b95-a031c4c9f5ad-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","BrookeAB","79149120","76020","32688","1041","1278743","12810","true","false","English","BrookeAB"
"303","https://static-cdn.jtvnw.net/jtv_user_pictures/00e7ebf9-89b9-41e1-b2bc-263b0ce805d0-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","JonVlogs","415131000","81555","51259","5090","1277024","352020","true","false","Portuguese","JonVlogs"
"304","https://static-cdn.jtvnw.net/jtv_user_pictures/50942827-74fa-407b-9edc-bc3827e47f9f-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","Felps","256535580","104505","10240","2454","1276815","127304","true","false","Portuguese","Felps"
"305","https://static-cdn.jtvnw.net/jtv_user_pictures/d9995fd9-ff5b-46f4-8722-809fbe77798f-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","TheNicoleT","117791685","151275","3081","778","1275904","558196","true","true","English","TheNicoleT"
"306","https://static-cdn.jtvnw.net/jtv_user_pictures/bc69bcad-e9ce-48de-9326-adba3c052385-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","itsHafu","226534980","140535","20625","1611","1271694","-20632","true","false","English","itsHafu"
"307","https://static-cdn.jtvnw.net/jtv_user_pictures/942bca8c-21f3-4e13-a4ef-148dca11ce7e-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","BruceDropEmOff","926347920","35145","91829","26357","1265520","693114","true","true","English","BruceDropEmOff"
"308","https://static-cdn.jtvnw.net/jtv_user_pictures/6ac8f214-a7f3-461f-8181-ce0c25fa4f04-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","Jankos","419539665","48450","28134","8659","1262455","119414","true","false","English","Jankos"
"309","https://static-cdn.jtvnw.net/jtv_user_pictures/01cafc14-0477-4f4d-a4d1-655058922ff6-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","Spursito","207128415","43485","57683","4763","1261873","304865","true","false","Spanish","Spursito"
"310","https://static-cdn.jtvnw.net/jtv_user_pictures/269e2683-5533-42a3-a64c-403828c08be1-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","SkipNhO","434613150","130500","14471","3330","1252595","45983","true","false","Portuguese","SkipNhO"
"311","https://static-cdn.jtvnw.net/jtv_user_pictures/90591f72-6bf7-48c9-8dae-04ba6aeb906a-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","SmallAnt","302614920","66690","21890","4537","1243436","171574","true","false","English","SmallAnt"
"312","https://static-cdn.jtvnw.net/jtv_user_pictures/a9ce83ba-c0bd-49cc-83bd-9d17647a211a-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","zackrawrr","1668483495","116640","89525","14304","1239585","503201","false","false","English","zackrawrr"
"313","https://static-cdn.jtvnw.net/jtv_user_pictures/016626ec-56e6-40e1-9278-60e60508e099-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","G0ularte","35101695","33300","6300","1054","1239429","147157","true","false","Portuguese","G0ularte"
"314","https://static-cdn.jtvnw.net/jtv_user_pictures/7d6f7891-98a6-4aab-acc6-e459be44c215-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","awesamdude","106527465","55920","16457","1904","1234805","1510","true","false","English","awesamdude"
"315","https://static-cdn.jtvnw.net/jtv_user_pictures/6c5ba4a1-5c61-4ff6-a7f4-ac791c19aef2-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","TFBlade","581567565","137010","19931","4244","1230863","56503","true","false","English","TFBlade"
